DATE,HOUR,STATION,SO2,NOX,NO2,CO,O3,FSP
18/2/2024,9,CAUSEWAY BAY,4,190,64,68,21,21
18/2/2024,10,CAUSEWAY BAY,4,212,72,80,16,21
18/2/2024,11,CAUSEWAY BAY,5,333,85,86,12,28
18/2/2024,12,CAUSEWAY BAY,4,130,62,72,39,25
18/2/2024,13,CAUSEWAY BAY,4,170,76,78,33,27
18/2/2024,14,CAUSEWAY BAY,3,161,69,68,30,22
18/2/2024,15,CAUSEWAY BAY,3,117,57,69,43,28
18/2/2024,16,CAUSEWAY BAY,4,90,55,72,58,32
18/2/2024,17,CAUSEWAY BAY,3,170,76,64,34,32
18/2/2024,18,CAUSEWAY BAY,4,147,72,74,43,26
18/2/2024,19,CAUSEWAY BAY,4,201,88,80,27,24
18/2/2024,20,CAUSEWAY BAY,3,161,79,74,30,19
18/2/2024,21,CAUSEWAY BAY,3,139,69,59,30,20
18/2/2024,22,CAUSEWAY BAY,3,161,75,53,22,20
18/2/2024,23,CAUSEWAY BAY,3,149,61,60,25,21
18/2/2024,24,CAUSEWAY BAY,3,169,62,60,13,23
19/2/2024,1,CAUSEWAY BAY,2,123,51,49,14,21
19/2/2024,2,CAUSEWAY BAY,2,52,33,31,32,22
19/2/2024,3,CAUSEWAY BAY,2,65,34,40,24,23
19/2/2024,4,CAUSEWAY BAY,2,69,37,43,17,19
19/2/2024,5,CAUSEWAY BAY,2,70,35,44,17,11
19/2/2024,6,CAUSEWAY BAY,2,53,33,32,25,2
19/2/2024,7,CAUSEWAY BAY,2,88,41,31,24,2
19/2/2024,8,CAUSEWAY BAY,4,225,55,56,15,7
19/2/2024,9,CAUSEWAY BAY,5,282,61,67,11,10
19/2/2024,10,CAUSEWAY BAY,5,279,62,64,10,16
19/2/2024,11,CAUSEWAY BAY,5,272,60,68,12,19
19/2/2024,12,CAUSEWAY BAY,6,336,72,64,10,21
19/2/2024,13,CAUSEWAY BAY,7,411,75,68,9,24
19/2/2024,14,CAUSEWAY BAY,8,420,84,79,12,40
19/2/2024,15,CAUSEWAY BAY,7,345,78,68,11,34
19/2/2024,16,CAUSEWAY BAY,5,267,69,66,12,30
19/2/2024,17,CAUSEWAY BAY,4,200,66,64,16,34
19/2/2024,18,CAUSEWAY BAY,5,237,69,62,17,31
19/2/2024,19,CAUSEWAY BAY,6,313,80,63,18,29
19/2/2024,20,CAUSEWAY BAY,6,290,74,71,12,27
19/2/2024,21,CAUSEWAY BAY,3,144,61,55,19,21
19/2/2024,22,CAUSEWAY BAY,3,115,48,42,22,14
19/2/2024,23,CAUSEWAY BAY,3,168,56,52,15,9
19/2/2024,24,CAUSEWAY BAY,3,174,56,54,N.A.,6
20/2/2024,1,CAUSEWAY BAY,3,146,55,50,17,6
20/2/2024,2,CAUSEWAY BAY,2,N.A.,N.A.,35,31,5
20/2/2024,3,CAUSEWAY BAY,2,42,25,37,35,2
20/2/2024,4,CAUSEWAY BAY,2,70,36,60,33,2
20/2/2024,5,CAUSEWAY BAY,N.A.,N.A.,N.A.,N.A.,38,2
20/2/2024,6,CAUSEWAY BAY,2,71,38,40,26,1
20/2/2024,7,CAUSEWAY BAY,2,123,51,38,16,4
20/2/2024,8,CAUSEWAY BAY,5,236,65,50,11,10
20/2/2024,9,CAUSEWAY BAY,5,271,69,66,11,13
20/2/2024,10,CAUSEWAY BAY,4,262,68,62,10,24
20/2/2024,11,CAUSEWAY BAY,4,210,71,58,13,26
20/2/2024,12,CAUSEWAY BAY,3,197,71,48,16,17
20/2/2024,13,CAUSEWAY BAY,4,192,70,52,20,24
20/2/2024,14,CAUSEWAY BAY,3,174,69,51,22,21
20/2/2024,15,CAUSEWAY BAY,4,186,69,58,19,22
20/2/2024,16,CAUSEWAY BAY,3,185,70,55,17,25
20/2/2024,17,CAUSEWAY BAY,4,186,70,53,18,18
20/2/2024,18,CAUSEWAY BAY,3,162,60,48,23,16
20/2/2024,19,CAUSEWAY BAY,4,206,56,52,24,15
20/2/2024,20,CAUSEWAY BAY,4,243,67,65,16,25
20/2/2024,21,CAUSEWAY BAY,4,232,70,63,14,30
20/2/2024,22,CAUSEWAY BAY,5,230,62,66,17,33
20/2/2024,23,CAUSEWAY BAY,3,176,54,52,21,28
20/2/2024,24,CAUSEWAY BAY,4,150,55,63,20,24
21/2/2024,1,CAUSEWAY BAY,5,104,47,43,32,22
21/2/2024,2,CAUSEWAY BAY,3,40,25,38,54,15
21/2/2024,3,CAUSEWAY BAY,2,62,36,41,44,12
21/2/2024,4,CAUSEWAY BAY,2,68,38,42,40,12
21/2/2024,5,CAUSEWAY BAY,2,38,30,27,41,13
21/2/2024,6,CAUSEWAY BAY,2,66,41,33,21,18
21/2/2024,7,CAUSEWAY BAY,3,200,58,50,6,23
21/2/2024,8,CAUSEWAY BAY,5,251,68,59,11,32
21/2/2024,9,CAUSEWAY BAY,4,226,68,59,14,25
21/2/2024,10,CAUSEWAY BAY,4,225,67,58,17,19
21/2/2024,11,CAUSEWAY BAY,4,247,71,57,15,16
21/2/2024,12,CAUSEWAY BAY,N.A.,N.A.,N.A.,N.A.,17,17
21/2/2024,13,CAUSEWAY BAY,5,244,75,54,25,14
21/2/2024,14,CAUSEWAY BAY,4,187,65,48,27,14
21/2/2024,15,CAUSEWAY BAY,5,229,78,49,23,25
21/2/2024,16,CAUSEWAY BAY,4,233,76,56,17,20
21/2/2024,17,CAUSEWAY BAY,5,233,73,56,17,15
21/2/2024,18,CAUSEWAY BAY,4,217,69,48,20,14
21/2/2024,19,CAUSEWAY BAY,5,292,78,55,16,24
21/2/2024,20,CAUSEWAY BAY,4,225,70,57,20,23
21/2/2024,21,CAUSEWAY BAY,4,243,69,60,17,29
21/2/2024,22,CAUSEWAY BAY,4,206,68,55,13,20
21/2/2024,23,CAUSEWAY BAY,3,165,59,50,15,17
21/2/2024,24,CAUSEWAY BAY,3,126,51,44,19,11
22/2/2024,1,CAUSEWAY BAY,2,65,34,35,28,5
22/2/2024,2,CAUSEWAY BAY,2,60,29,33,31,7
22/2/2024,3,CAUSEWAY BAY,2,38,23,31,34,1
22/2/2024,4,CAUSEWAY BAY,2,58,31,33,25,2
22/2/2024,5,CAUSEWAY BAY,N.A.,N.A.,N.A.,N.A.,16,4
22/2/2024,6,CAUSEWAY BAY,3,109,48,42,8,6
22/2/2024,7,CAUSEWAY BAY,3,181,51,42,8,6
22/2/2024,8,CAUSEWAY BAY,3,97,43,33,19,13
22/2/2024,9,CAUSEWAY BAY,3,192,52,48,13,18
22/2/2024,10,CAUSEWAY BAY,5,245,57,64,10,24
22/2/2024,11,CAUSEWAY BAY,4,190,55,54,13,29
22/2/2024,12,CAUSEWAY BAY,4,156,56,43,18,34
22/2/2024,13,CAUSEWAY BAY,4,150,57,47,21,31
22/2/2024,14,CAUSEWAY BAY,4,168,63,54,19,30
22/2/2024,15,CAUSEWAY BAY,3,137,58,56,24,40
22/2/2024,16,CAUSEWAY BAY,4,141,60,58,30,31
22/2/2024,17,CAUSEWAY BAY,4,172,61,52,20,25
22/2/2024,18,CAUSEWAY BAY,5,267,70,51,15,20
22/2/2024,19,CAUSEWAY BAY,6,368,88,63,10,25
22/2/2024,20,CAUSEWAY BAY,4,124,48,59,30,32
22/2/2024,21,CAUSEWAY BAY,2,74,41,42,37,33
22/2/2024,22,CAUSEWAY BAY,4,213,67,52,17,31
22/2/2024,23,CAUSEWAY BAY,4,230,65,69,14,31
22/2/2024,24,CAUSEWAY BAY,5,207,62,62,14,32
23/2/2024,1,CAUSEWAY BAY,4,175,53,30,17,28
23/2/2024,2,CAUSEWAY BAY,3,77,33,29,33,23
23/2/2024,3,CAUSEWAY BAY,2,19,14,37,46,20
23/2/2024,4,CAUSEWAY BAY,1,23,15,40,46,22
23/2/2024,5,CAUSEWAY BAY,1,18,13,39,51,20
23/2/2024,6,CAUSEWAY BAY,1,22,16,42,46,21
23/2/2024,7,CAUSEWAY BAY,1,35,22,39,43,21
23/2/2024,8,CAUSEWAY BAY,1,61,31,44,32,9
23/2/2024,9,CAUSEWAY BAY,2,108,42,50,22,7
23/2/2024,10,CAUSEWAY BAY,3,120,42,59,18,26
23/2/2024,11,CAUSEWAY BAY,2,120,39,59,19,19
23/2/2024,12,CAUSEWAY BAY,3,150,45,63,15,12
23/2/2024,13,CAUSEWAY BAY,5,252,56,72,13,19
23/2/2024,14,CAUSEWAY BAY,3,153,53,68,17,32
23/2/2024,15,CAUSEWAY BAY,3,155,53,70,21,40
23/2/2024,16,CAUSEWAY BAY,4,204,62,89,17,33
23/2/2024,17,CAUSEWAY BAY,4,218,68,98,24,25
23/2/2024,18,CAUSEWAY BAY,5,232,63,97,16,27
23/2/2024,19,CAUSEWAY BAY,4,128,59,87,29,38
23/2/2024,20,CAUSEWAY BAY,3,82,44,82,31,31
23/2/2024,21,CAUSEWAY BAY,3,113,50,79,23,27
23/2/2024,22,CAUSEWAY BAY,3,119,49,68,24,29
23/2/2024,23,CAUSEWAY BAY,4,206,62,89,17,34
23/2/2024,24,CAUSEWAY BAY,3,92,47,72,23,32
24/2/2024,1,CAUSEWAY BAY,2,50,35,64,33,17
24/2/2024,2,CAUSEWAY BAY,2,58,32,63,37,14
24/2/2024,3,CAUSEWAY BAY,2,63,34,63,30,20
24/2/2024,4,CAUSEWAY BAY,2,49,28,68,28,19
24/2/2024,5,CAUSEWAY BAY,N.A.,N.A.,N.A.,N.A.,29,14
24/2/2024,6,CAUSEWAY BAY,2,51,30,56,24,16
24/2/2024,7,CAUSEWAY BAY,3,110,45,63,15,16
24/2/2024,8,CAUSEWAY BAY,2,111,41,61,14,19
24/2/2024,9,CAUSEWAY BAY,2,107,39,63,15,20
24/2/2024,10,CAUSEWAY BAY,4,192,53,77,12,20
24/2/2024,11,CAUSEWAY BAY,5,269,66,89,13,21
24/2/2024,12,CAUSEWAY BAY,4,187,58,80,17,30
24/2/2024,13,CAUSEWAY BAY,4,245,75,92,18,33
24/2/2024,14,CAUSEWAY BAY,3,110,54,77,35,35
24/2/2024,15,CAUSEWAY BAY,6,352,90,98,14,32
24/2/2024,16,CAUSEWAY BAY,10,523,116,113,9,46
24/2/2024,17,CAUSEWAY BAY,9,432,110,100,9,43
24/2/2024,18,CAUSEWAY BAY,10,508,118,119,9,43
24/2/2024,19,CAUSEWAY BAY,8,362,108,117,14,45
24/2/2024,20,CAUSEWAY BAY,7,336,104,123,13,39
24/2/2024,21,CAUSEWAY BAY,8,360,89,122,10,43
24/2/2024,22,CAUSEWAY BAY,8,411,84,116,8,38
24/2/2024,23,CAUSEWAY BAY,9,419,78,116,7,34
24/2/2024,24,CAUSEWAY BAY,7,281,67,108,6,34
25/2/2024,1,CAUSEWAY BAY,5,189,58,98,7,27
25/2/2024,2,CAUSEWAY BAY,3,130,49,85,10,27
25/2/2024,3,CAUSEWAY BAY,3,85,48,67,9,21
25/2/2024,4,CAUSEWAY BAY,4,81,42,102,9,21
25/2/2024,5,CAUSEWAY BAY,4,82,42,58,10,17
25/2/2024,6,CAUSEWAY BAY,3,63,33,73,14,16
25/2/2024,7,CAUSEWAY BAY,3,141,44,62,11,18
25/2/2024,8,CAUSEWAY BAY,4,192,47,73,7,19
25/2/2024,9,CAUSEWAY BAY,6,200,48,71,7,20
25/2/2024,10,CAUSEWAY BAY,7,284,58,95,7,20
25/2/2024,11,CAUSEWAY BAY,8,291,57,90,8,18
25/2/2024,12,CAUSEWAY BAY,8,318,61,93,9,21
25/2/2024,13,CAUSEWAY BAY,7,279,66,92,11,20
25/2/2024,14,CAUSEWAY BAY,8,343,77,104,12,28
25/2/2024,15,CAUSEWAY BAY,9,447,109,107,10,35
25/2/2024,16,CAUSEWAY BAY,9,428,102,114,10,41
25/2/2024,17,CAUSEWAY BAY,9,461,105,110,10,42
25/2/2024,18,CAUSEWAY BAY,10,486,113,113,10,38
25/2/2024,19,CAUSEWAY BAY,9,493,115,126,10,41
25/2/2024,20,CAUSEWAY BAY,9,459,106,141,9,47
25/2/2024,21,CAUSEWAY BAY,7,293,86,112,8,39
25/2/2024,22,CAUSEWAY BAY,4,163,66,82,13,32
25/2/2024,23,CAUSEWAY BAY,4,178,67,83,17,23
25/2/2024,24,CAUSEWAY BAY,9,258,80,97,6,25
26/2/2024,1,CAUSEWAY BAY,8,237,74,145,6,23
26/2/2024,2,CAUSEWAY BAY,7,153,67,136,6,23
26/2/2024,3,CAUSEWAY BAY,5,110,63,88,8,20
26/2/2024,4,CAUSEWAY BAY,2,46,33,60,36,24
26/2/2024,5,CAUSEWAY BAY,N.A.,N.A.,N.A.,N.A.,40,24
26/2/2024,6,CAUSEWAY BAY,2,49,28,60,33,26
26/2/2024,7,CAUSEWAY BAY,3,113,46,66,23,32
26/2/2024,8,CAUSEWAY BAY,2,103,45,66,22,36
26/2/2024,9,CAUSEWAY BAY,4,161,52,75,16,37
26/2/2024,10,CAUSEWAY BAY,5,211,55,83,12,41
26/2/2024,11,CAUSEWAY BAY,4,182,50,78,15,38
26/2/2024,12,CAUSEWAY BAY,5,255,58,87,14,36
26/2/2024,13,CAUSEWAY BAY,4,226,60,83,16,35
26/2/2024,14,CAUSEWAY BAY,4,176,65,77,24,38
26/2/2024,15,CAUSEWAY BAY,3,126,61,78,36,35
26/2/2024,16,CAUSEWAY BAY,3,142,68,78,36,35
26/2/2024,17,CAUSEWAY BAY,3,90,53,79,53,37
26/2/2024,18,CAUSEWAY BAY,3,67,49,88,56,38
26/2/2024,19,CAUSEWAY BAY,3,86,50,85,59,36
26/2/2024,20,CAUSEWAY BAY,3,98,55,87,59,42
26/2/2024,21,CAUSEWAY BAY,3,151,69,98,41,47
26/2/2024,22,CAUSEWAY BAY,9,444,114,121,8,50
26/2/2024,23,CAUSEWAY BAY,10,343,92,107,7,44
26/2/2024,24,CAUSEWAY BAY,9,254,80,123,N.A.,40
27/2/2024,1,CAUSEWAY BAY,7,222,73,96,7,33
27/2/2024,2,CAUSEWAY BAY,6,165,71,105,7,33
27/2/2024,3,CAUSEWAY BAY,3,62,52,82,16,29
27/2/2024,4,CAUSEWAY BAY,3,90,47,87,15,28
27/2/2024,5,CAUSEWAY BAY,2,49,36,69,26,24
27/2/2024,6,CAUSEWAY BAY,2,44,33,58,27,22
27/2/2024,7,CAUSEWAY BAY,3,120,47,68,16,22
27/2/2024,8,CAUSEWAY BAY,4,185,57,77,10,22
27/2/2024,9,CAUSEWAY BAY,6,276,62,94,8,26
27/2/2024,10,CAUSEWAY BAY,5,245,68,90,9,31
27/2/2024,11,CAUSEWAY BAY,4,168,57,83,14,28
27/2/2024,12,CAUSEWAY BAY,5,204,62,83,16,27
27/2/2024,13,CAUSEWAY BAY,4,200,67,82,22,29
27/2/2024,14,CAUSEWAY BAY,4,204,67,86,30,36
27/2/2024,15,CAUSEWAY BAY,4,173,72,80,30,37
27/2/2024,16,CAUSEWAY BAY,4,169,74,79,30,31
27/2/2024,17,CAUSEWAY BAY,4,165,76,85,31,33
27/2/2024,18,CAUSEWAY BAY,3,109,64,82,47,41
27/2/2024,19,CAUSEWAY BAY,3,141,68,84,43,38
27/2/2024,20,CAUSEWAY BAY,4,145,67,99,40,44
27/2/2024,21,CAUSEWAY BAY,4,177,79,92,32,44
27/2/2024,22,CAUSEWAY BAY,3,126,62,81,48,47
27/2/2024,23,CAUSEWAY BAY,2,88,54,62,58,38
27/2/2024,24,CAUSEWAY BAY,2,123,64,64,45,26
28/2/2024,1,CAUSEWAY BAY,2,72,44,59,62,26
28/2/2024,2,CAUSEWAY BAY,1,N.A.,N.A.,54,79,20
28/2/2024,3,CAUSEWAY BAY,1,23,18,44,81,18
28/2/2024,4,CAUSEWAY BAY,1,23,17,42,83,15
28/2/2024,5,CAUSEWAY BAY,N.A.,N.A.,N.A.,N.A.,87,13
28/2/2024,6,CAUSEWAY BAY,1,18,15,41,85,12
28/2/2024,7,CAUSEWAY BAY,1,53,36,46,62,17
28/2/2024,8,CAUSEWAY BAY,2,109,55,62,43,23
28/2/2024,9,CAUSEWAY BAY,2,151,68,62,32,24
28/2/2024,10,CAUSEWAY BAY,4,247,91,86,21,26
28/2/2024,11,CAUSEWAY BAY,3,180,76,72,26,26
28/2/2024,12,CAUSEWAY BAY,3,136,65,62,33,26
28/2/2024,13,CAUSEWAY BAY,2,121,64,62,42,22
28/2/2024,14,CAUSEWAY BAY,2,136,66,67,43,27
28/2/2024,15,CAUSEWAY BAY,5,319,96,96,23,29
28/2/2024,16,CAUSEWAY BAY,4,268,100,85,22,36
28/2/2024,17,CAUSEWAY BAY,5,314,106,88,17,43
28/2/2024,18,CAUSEWAY BAY,6,301,94,82,27,47
28/2/2024,19,CAUSEWAY BAY,4,198,86,90,41,37
28/2/2024,20,CAUSEWAY BAY,3,142,75,77,46,34
28/2/2024,21,CAUSEWAY BAY,3,216,82,90,31,38
28/2/2024,22,CAUSEWAY BAY,4,229,90,82,28,26
28/2/2024,23,CAUSEWAY BAY,2,84,48,56,59,32
28/2/2024,24,CAUSEWAY BAY,2,76,46,52,62,27
29/2/2024,1,CAUSEWAY BAY,2,88,50,59,52,19
29/2/2024,2,CAUSEWAY BAY,1,53,37,60,63,30
29/2/2024,3,CAUSEWAY BAY,1,52,34,54,64,20
29/2/2024,4,CAUSEWAY BAY,1,53,39,47,55,18
29/2/2024,5,CAUSEWAY BAY,1,56,38,54,56,27
29/2/2024,6,CAUSEWAY BAY,1,42,30,48,61,18
29/2/2024,7,CAUSEWAY BAY,2,106,52,62,41,20
29/2/2024,8,CAUSEWAY BAY,2,163,72,61,28,32
29/2/2024,9,CAUSEWAY BAY,3,197,75,65,22,27
29/2/2024,10,CAUSEWAY BAY,3,219,83,79,18,29
29/2/2024,11,CAUSEWAY BAY,4,234,86,80,19,32
29/2/2024,12,CAUSEWAY BAY,3,175,79,72,26,36
29/2/2024,13,CAUSEWAY BAY,5,314,102,98,12,43
29/2/2024,14,CAUSEWAY BAY,7,422,118,115,10,55
29/2/2024,15,CAUSEWAY BAY,9,386,108,118,9,82
29/2/2024,16,CAUSEWAY BAY,7,347,87,109,8,92
29/2/2024,17,CAUSEWAY BAY,6,287,65,98,7,51
29/2/2024,18,CAUSEWAY BAY,7,338,60,103,8,25
29/2/2024,19,CAUSEWAY BAY,9,432,67,126,8,23
29/2/2024,20,CAUSEWAY BAY,7,315,58,131,10,29
29/2/2024,21,CAUSEWAY BAY,6,328,69,121,8,28
29/2/2024,22,CAUSEWAY BAY,7,357,70,109,8,15
29/2/2024,23,CAUSEWAY BAY,6,248,62,88,9,15
29/2/2024,24,CAUSEWAY BAY,3,141,48,76,17,7
1/2/2024,1,CENTRAL,1,63,49,36,51,23
1/2/2024,2,CENTRAL,1,60,47,40,49,18
1/2/2024,3,CENTRAL,1,61,43,38,50,19
1/2/2024,4,CENTRAL,1,55,41,34,51,15
1/2/2024,5,CENTRAL,1,67,49,32,45,11
1/2/2024,6,CENTRAL,1,72,51,38,38,14
1/2/2024,7,CENTRAL,1,120,71,38,17,17
1/2/2024,8,CENTRAL,2,148,77,42,14,19
1/2/2024,9,CENTRAL,3,231,93,53,7,19
1/2/2024,10,CENTRAL,4,199,84,52,11,22
1/2/2024,11,CENTRAL,3,168,80,50,13,19
1/2/2024,12,CENTRAL,3,189,82,60,11,19
1/2/2024,13,CENTRAL,3,201,79,63,11,21
1/2/2024,14,CENTRAL,4,209,87,80,10,21
1/2/2024,15,CENTRAL,5,266,95,54,5,23
1/2/2024,16,CENTRAL,5,281,96,56,4,23
1/2/2024,17,CENTRAL,4,251,99,49,6,17
1/2/2024,18,CENTRAL,7,448,111,71,4,17
1/2/2024,19,CENTRAL,8,394,120,58,2,23
1/2/2024,20,CENTRAL,6,309,112,56,3,25
1/2/2024,21,CENTRAL,5,268,105,65,3,28
1/2/2024,22,CENTRAL,3,155,87,52,11,30
1/2/2024,23,CENTRAL,3,176,86,53,10,22
1/2/2024,24,CENTRAL,3,151,78,53,12,17
2/2/2024,1,CENTRAL,2,135,73,49,10,18
2/2/2024,2,CENTRAL,2,121,70,52,8,19
2/2/2024,3,CENTRAL,N.A.,N.A.,N.A.,N.A.,10,17
2/2/2024,4,CENTRAL,3,137,69,47,3,14
2/2/2024,5,CENTRAL,4,198,72,40,3,14
2/2/2024,6,CENTRAL,4,191,70,43,3,18
2/2/2024,7,CENTRAL,4,177,66,43,3,18
2/2/2024,8,CENTRAL,5,275,76,63,3,16
2/2/2024,9,CENTRAL,7,354,86,63,3,18
2/2/2024,10,CENTRAL,6,319,83,55,5,16
2/2/2024,11,CENTRAL,5,240,76,51,7,16
2/2/2024,12,CENTRAL,5,244,81,56,10,11
2/2/2024,13,CENTRAL,4,235,84,43,13,15
2/2/2024,14,CENTRAL,4,N.A.,N.A.,44,20,16
2/2/2024,15,CENTRAL,3,150,80,36,26,14
2/2/2024,16,CENTRAL,3,126,69,35,32,9
2/2/2024,17,CENTRAL,3,170,81,35,21,8
2/2/2024,18,CENTRAL,3,189,82,35,24,9
2/2/2024,19,CENTRAL,4,190,80,41,22,13
2/2/2024,20,CENTRAL,2,106,61,46,30,29
2/2/2024,21,CENTRAL,2,93,58,58,45,30
2/2/2024,22,CENTRAL,2,86,57,61,45,28
2/2/2024,23,CENTRAL,2,81,54,59,45,22
2/2/2024,24,CENTRAL,1,55,40,40,55,19
3/2/2024,1,CENTRAL,1,44,32,33,60,15
3/2/2024,2,CENTRAL,1,27,23,28,64,11
3/2/2024,3,CENTRAL,1,24,21,30,67,9
3/2/2024,4,CENTRAL,1,26,22,27,66,10
3/2/2024,5,CENTRAL,1,28,23,24,64,10
3/2/2024,6,CENTRAL,1,22,20,24,66,9
3/2/2024,7,CENTRAL,1,39,31,24,53,11
3/2/2024,8,CENTRAL,2,77,48,27,33,14
3/2/2024,9,CENTRAL,2,105,58,29,29,11
3/2/2024,10,CENTRAL,2,107,60,33,30,10
3/2/2024,11,CENTRAL,2,125,65,37,28,14
3/2/2024,12,CENTRAL,3,158,69,48,27,11
3/2/2024,13,CENTRAL,3,124,68,42,36,11
3/2/2024,14,CENTRAL,2,128,73,42,40,16
3/2/2024,15,CENTRAL,3,125,74,42,39,18
3/2/2024,16,CENTRAL,2,120,78,43,36,17
3/2/2024,17,CENTRAL,3,111,76,42,41,14
3/2/2024,18,CENTRAL,3,160,91,46,35,14
3/2/2024,19,CENTRAL,3,114,75,47,45,16
3/2/2024,20,CENTRAL,2,105,72,45,43,17
3/2/2024,21,CENTRAL,2,126,77,63,37,15
3/2/2024,22,CENTRAL,3,124,74,47,37,14
3/2/2024,23,CENTRAL,2,120,78,42,32,10
3/2/2024,24,CENTRAL,2,90,60,34,44,11
4/2/2024,1,CENTRAL,2,60,48,33,51,11
4/2/2024,2,CENTRAL,2,51,43,29,54,14
4/2/2024,3,CENTRAL,N.A.,N.A.,N.A.,N.A.,61,9
4/2/2024,4,CENTRAL,1,36,29,27,62,11
4/2/2024,5,CENTRAL,1,43,35,25,56,15
4/2/2024,6,CENTRAL,1,47,38,27,53,17
4/2/2024,7,CENTRAL,1,47,38,29,56,14
4/2/2024,8,CENTRAL,2,81,53,31,43,20
4/2/2024,9,CENTRAL,2,84,58,31,36,27
4/2/2024,10,CENTRAL,2,104,68,37,28,19
4/2/2024,11,CENTRAL,2,116,71,40,23,15
4/2/2024,12,CENTRAL,2,98,59,37,28,18
4/2/2024,13,CENTRAL,2,81,53,41,30,20
4/2/2024,14,CENTRAL,2,94,58,56,32,13
4/2/2024,15,CENTRAL,2,89,57,59,30,16
4/2/2024,16,CENTRAL,2,96,58,45,30,15
4/2/2024,17,CENTRAL,2,84,55,34,36,15
4/2/2024,18,CENTRAL,2,89,56,36,33,15
4/2/2024,19,CENTRAL,2,79,54,36,33,18
4/2/2024,20,CENTRAL,2,88,56,40,34,22
4/2/2024,21,CENTRAL,2,100,64,40,33,21
4/2/2024,22,CENTRAL,2,80,55,37,42,17
4/2/2024,23,CENTRAL,2,89,55,34,41,14
4/2/2024,24,CENTRAL,2,69,49,32,48,16
5/2/2024,1,CENTRAL,1,62,43,33,50,18
5/2/2024,2,CENTRAL,1,47,35,32,50,13
5/2/2024,3,CENTRAL,2,42,33,29,51,17
5/2/2024,4,CENTRAL,1,31,26,29,54,18
5/2/2024,5,CENTRAL,1,40,32,37,47,17
5/2/2024,6,CENTRAL,1,42,31,30,42,17
5/2/2024,7,CENTRAL,2,69,45,31,30,17
5/2/2024,8,CENTRAL,3,157,63,39,12,17
5/2/2024,9,CENTRAL,4,243,74,58,6,12
5/2/2024,10,CENTRAL,4,N.A.,N.A.,52,6,15
5/2/2024,11,CENTRAL,3,179,59,79,7,16
5/2/2024,12,CENTRAL,4,220,57,63,7,23
5/2/2024,13,CENTRAL,4,156,61,53,14,22
5/2/2024,14,CENTRAL,4,170,73,54,16,20
5/2/2024,15,CENTRAL,4,160,72,51,18,17
5/2/2024,16,CENTRAL,3,198,83,55,17,17
5/2/2024,17,CENTRAL,4,202,92,49,19,18
5/2/2024,18,CENTRAL,3,177,97,59,24,21
5/2/2024,19,CENTRAL,3,197,95,57,34,28
5/2/2024,20,CENTRAL,2,130,76,54,44,27
5/2/2024,21,CENTRAL,2,95,66,54,52,17
5/2/2024,22,CENTRAL,2,71,53,46,59,15
5/2/2024,23,CENTRAL,2,71,51,36,57,13
5/2/2024,24,CENTRAL,2,65,46,34,59,11
6/2/2024,1,CENTRAL,2,36,32,34,76,10
6/2/2024,2,CENTRAL,1,24,22,31,73,11
6/2/2024,3,CENTRAL,N.A.,N.A.,N.A.,N.A.,74,10
6/2/2024,4,CENTRAL,1,17,16,28,66,10
6/2/2024,5,CENTRAL,1,18,15,30,65,10
6/2/2024,6,CENTRAL,1,20,17,34,63,12
6/2/2024,7,CENTRAL,1,34,26,37,55,13
6/2/2024,8,CENTRAL,2,76,45,41,40,15
6/2/2024,9,CENTRAL,2,125,59,45,27,13
6/2/2024,10,CENTRAL,3,128,62,N.A.,23,15
6/2/2024,11,CENTRAL,3,146,66,51,N.A.,14
6/2/2024,12,CENTRAL,3,122,63,59,N.A.,17
6/2/2024,13,CENTRAL,3,113,63,53,N.A.,17
6/2/2024,14,CENTRAL,2,82,56,52,N.A.,19
6/2/2024,15,CENTRAL,3,118,67,51,N.A.,19
6/2/2024,16,CENTRAL,3,131,73,51,N.A.,15
6/2/2024,17,CENTRAL,3,149,81,57,N.A.,17
6/2/2024,18,CENTRAL,3,191,80,57,34,15
6/2/2024,19,CENTRAL,3,150,76,58,35,14
6/2/2024,20,CENTRAL,2,122,69,62,35,13
6/2/2024,21,CENTRAL,2,94,59,59,37,17
6/2/2024,22,CENTRAL,2,101,59,56,36,15
6/2/2024,23,CENTRAL,2,128,70,51,24,12
6/2/2024,24,CENTRAL,2,67,45,46,43,7
7/2/2024,1,CENTRAL,1,47,35,41,51,3
7/2/2024,2,CENTRAL,1,28,23,37,67,6
7/2/2024,3,CENTRAL,1,33,24,33,69,5
7/2/2024,4,CENTRAL,1,29,25,31,67,10
7/2/2024,5,CENTRAL,1,22,19,29,72,11
7/2/2024,6,CENTRAL,1,36,28,31,62,14
7/2/2024,7,CENTRAL,2,58,42,35,N.A.,18
7/2/2024,8,CENTRAL,2,93,56,38,38,19
7/2/2024,9,CENTRAL,2,140,68,42,27,24
7/2/2024,10,CENTRAL,3,154,74,55,22,26
7/2/2024,11,CENTRAL,3,163,73,N.A.,19,20
7/2/2024,12,CENTRAL,3,173,74,N.A.,19,16
7/2/2024,13,CENTRAL,4,202,72,N.A.,14,17
7/2/2024,14,CENTRAL,5,216,46,104,4,14
7/2/2024,15,CENTRAL,6,239,44,110,4,15
7/2/2024,16,CENTRAL,4,153,40,95,3,12
7/2/2024,17,CENTRAL,4,161,41,96,3,11
7/2/2024,18,CENTRAL,4,139,43,92,4,11
